Student_ID,placement_status,salary_lpa
2567,Placed,17.23
2568,Placed,19.65
2569,Not Placed,0.0
2570,Placed,20.0
2571,Placed,15.65
2572,Placed,15.74
2573,Placed,18.87
2574,Placed,16.01
2575,Placed,17.94
2576,Placed,15.07
2577,Placed,11.69
2578,Placed,17.96
2579,Placed,18.75
2580,Placed,15.56
2581,Not Placed,0.0
2582,Placed,19.7
2583,Placed,20.0
2584,Placed,18.78
2585,Placed,16.98
2586,Placed,14.13
2587,Placed,16.04
2588,Placed,19.0
2589,Placed,15.96
2590,Placed,17.28
2591,Placed,16.72
2592,Placed,16.08
2593,Placed,12.19
2594,Placed,16.73
2595,Placed,15.06
2596,Placed,13.54
2597,Placed,19.51
2598,Placed,20.0
2599,Placed,9.76
2600,Placed,13.71
2601,Placed,17.21
2602,Placed,17.67
2603,Placed,9.81
2604,Placed,18.69
2605,Placed,18.91
2606,Placed,5.22
2607,Placed,15.85
2608,Placed,10.66
2609,Placed,17.03
2610,Placed,17.69
2611,Placed,17.28
2612,Placed,20.0
2613,Placed,18.47
2614,Placed,14.04
2615,Placed,20.0
2616,Placed,20.0
2617,Not Placed,0.0
2618,Placed,20.0
2619,Placed,13.6
2620,Placed,10.84
2621,Not Placed,0.0
2622,Placed,13.26
2623,Placed,18.34
2624,Placed,17.62
2625,Placed,15.2
2626,Placed,15.42
2627,Placed,17.58
2628,Placed,15.67
2629,Placed,17.17
2630,Not Placed,0.0
2631,Placed,16.33
2632,Not Placed,0.0
2633,Placed,15.13
2634,Placed,17.56
2635,Placed,11.46
2636,Placed,19.24
2637,Placed,18.77
2638,Placed,16.0
2639,Placed,20.0
2640,Placed,20.0
2641,Placed,20.0
2642,Placed,17.56
2643,Placed,12.46
2644,Placed,17.13
2645,Placed,16.85
2646,Placed,11.5
2647,Placed,11.21
2648,Placed,12.54
2649,Not Placed,0.0
2650,Placed,19.09
2651,Placed,18.69
2652,Not Placed,0.0
2653,Placed,17.77
2654,Not Placed,0.0
2655,Placed,18.85
2656,Not Placed,0.0
2657,Placed,14.37
2658,Placed,9.82
2659,Not Placed,0.0
2660,Not Placed,0.0
2661,Not Placed,0.0
2662,Placed,6.86
2663,Placed,17.63
2664,Placed,17.72
2665,Placed,17.79
2666,Placed,17.49
2667,Placed,10.03
2668,Placed,14.98
2669,Not Placed,0.0
2670,Placed,13.23
2671,Placed,18.01
2672,Placed,18.5
2673,Placed,13.5
2674,Placed,18.08
2675,Placed,20.0
2676,Placed,20.0
2677,Not Placed,0.0
2678,Placed,20.0
2679,Placed,20.0
2680,Placed,14.34
2681,Not Placed,0.0
2682,Placed,17.13
2683,Not Placed,0.0
2684,Placed,12.45
2685,Not Placed,0.0
2686,Not Placed,0.0
2687,Placed,19.1
2688,Placed,18.26
2689,Placed,17.82
2690,Placed,14.08
2691,Placed,16.36
2692,Placed,16.15
2693,Not Placed,0.0
2694,Placed,12.9
2695,Placed,17.18
2696,Placed,14.81
2697,Placed,17.59
2698,Placed,13.89
2699,Placed,15.17
2700,Placed,15.97
2701,Placed,19.66
2702,Placed,14.47
2703,Placed,14.01
2704,Placed,10.77
2705,Placed,20.0
2706,Placed,16.32
2707,Placed,6.9
2708,Placed,11.02
2709,Placed,15.99
2710,Placed,18.4
2711,Placed,8.93
2712,Placed,17.99
2713,Placed,18.59
2714,Not Placed,0.0
2715,Placed,19.85
2716,Placed,14.53
2717,Placed,16.07
2718,Placed,20.0
2719,Placed,15.85
2720,Placed,19.21
2721,Placed,15.12
2722,Placed,15.81
2723,Placed,17.18
2724,Placed,12.12
2725,Placed,18.88
2726,Placed,20.0
2727,Placed,18.52
2728,Placed,12.52
2729,Placed,14.73
2730,Placed,12.28
2731,Placed,17.31
2732,Placed,17.04
2733,Placed,18.2
2734,Placed,13.14
2735,Placed,20.0
2736,Placed,13.28
2737,Placed,16.78
2738,Placed,20.0
2739,Placed,9.42
2740,Placed,17.36
2741,Placed,15.9
2742,Not Placed,0.0
2743,Placed,9.26
2744,Placed,16.33
2745,Placed,19.17
2746,Placed,11.25
2747,Placed,18.21
2748,Placed,14.82
2749,Placed,20.0
2750,Placed,18.39
2751,Placed,16.96
2752,Placed,16.72
2753,Placed,19.22
2754,Placed,13.7
2755,Placed,13.73
2756,Placed,20.0
2757,Placed,17.3
2758,Placed,18.36
2759,Placed,9.06
2760,Not Placed,0.0
2761,Placed,15.31
2762,Placed,17.52
2763,Not Placed,0.0
2764,Placed,15.95
2765,Placed,12.4
2766,Not Placed,0.0
2767,Placed,14.65
2768,Placed,17.69
2769,Placed,19.71
2770,Not Placed,0.0
2771,Placed,20.0
2772,Placed,17.0
2773,Placed,18.85
2774,Placed,8.2
2775,Placed,13.4
2776,Placed,15.61
2777,Placed,17.21
2778,Placed,16.9
2779,Placed,19.92
2780,Placed,15.76
2781,Placed,14.66
2782,Placed,17.76
2783,Placed,14.3
2784,Placed,19.27
2785,Placed,20.0
2786,Placed,14.83
2787,Placed,13.3
2788,Not Placed,0.0
2789,Placed,19.91
2790,Not Placed,0.0
2791,Placed,12.22
2792,Not Placed,0.0
2793,Placed,13.5
2794,Placed,15.3
2795,Placed,15.8
2796,Placed,14.43
2797,Placed,18.56
2798,Placed,20.0
2799,Placed,18.67
2800,Placed,19.92
2801,Not Placed,0.0
2802,Placed,20.0
2803,Placed,13.7
2804,Placed,17.59
2805,Not Placed,0.0
2806,Placed,15.4
2807,Placed,8.34
2808,Placed,14.96
2809,Placed,15.64
2810,Placed,14.28
2811,Placed,19.09
2812,Placed,19.54
2813,Placed,16.73
2814,Placed,16.99
2815,Placed,19.66
2816,Placed,14.76
2817,Placed,16.38
2818,Placed,18.33
2819,Placed,18.16
2820,Placed,13.43
2821,Placed,12.21
2822,Placed,18.57
2823,Placed,10.42
2824,Not Placed,0.0
2825,Placed,16.0
2826,Placed,20.0
2827,Placed,15.45
2828,Not Placed,0.0
2829,Placed,19.55
2830,Placed,13.33
2831,Not Placed,0.0
2832,Placed,16.46
2833,Placed,12.55
2834,Placed,20.0
2835,Placed,14.33
2836,Placed,19.52
2837,Not Placed,0.0
2838,Placed,17.5
2839,Placed,15.46
2840,Placed,14.66
2841,Placed,8.57
2842,Placed,12.51
2843,Not Placed,0.0
2844,Placed,16.66
2845,Placed,17.66
2846,Placed,19.56
2847,Placed,20.0
2848,Placed,19.08
2849,Placed,15.98
2850,Placed,17.71
2851,Placed,17.65
2852,Placed,14.59
2853,Not Placed,0.0
2854,Placed,20.0
2855,Not Placed,0.0
2856,Placed,16.29
2857,Placed,15.64
2858,Placed,20.0
2859,Placed,15.37
2860,Placed,13.82
2861,Not Placed,0.0
2862,Placed,20.0
2863,Placed,15.11
2864,Not Placed,0.0
2865,Placed,13.14
2866,Placed,13.85
2867,Not Placed,0.0
2868,Placed,11.04
2869,Placed,17.8
2870,Placed,13.91
2871,Placed,19.92
2872,Placed,20.0
2873,Not Placed,0.0
2874,Not Placed,0.0
2875,Placed,14.77
2876,Not Placed,0.0
2877,Placed,14.11
2878,Placed,18.78
2879,Placed,16.72
2880,Placed,16.37
2881,Placed,17.08
2882,Placed,16.95
2883,Placed,14.02
2884,Placed,14.77
2885,Placed,17.27
2886,Placed,16.08
2887,Placed,20.0
2888,Placed,18.71
2889,Placed,14.47
2890,Placed,16.63
2891,Placed,19.69
2892,Placed,13.07
2893,Placed,15.6
2894,Placed,18.0
2895,Placed,19.7
2896,Placed,17.31
2897,Not Placed,0.0
2898,Placed,14.98
2899,Placed,12.0
2900,Placed,19.36
2901,Placed,16.65
2902,Placed,15.1
2903,Placed,18.35
2904,Placed,18.26
2905,Placed,18.03
2906,Placed,19.48
2907,Placed,13.86
2908,Placed,14.79
2909,Not Placed,0.0
2910,Placed,14.14
2911,Placed,16.73
2912,Placed,13.36
2913,Placed,11.8
2914,Placed,18.29
2915,Placed,19.14
2916,Placed,16.59
2917,Not Placed,0.0
2918,Placed,20.0
2919,Placed,20.0
2920,Placed,19.97
2921,Placed,12.81
2922,Placed,11.93
2923,Placed,19.94
2924,Placed,20.0
2925,Placed,20.0
2926,Placed,20.0
2927,Placed,9.15
2928,Placed,20.0
2929,Not Placed,0.0
2930,Placed,15.45
2931,Placed,19.15
2932,Placed,18.06
2933,Placed,17.34
2934,Not Placed,0.0
2935,Placed,15.11
2936,Placed,15.0
2937,Placed,20.0
2938,Placed,14.62
2939,Placed,11.83
2940,Placed,14.66
2941,Placed,12.41
2942,Placed,12.79
2943,Placed,20.0
2944,Placed,14.95
2945,Placed,20.0
2946,Placed,15.28
2947,Placed,15.34
2948,Placed,10.84
2949,Placed,16.75
2950,Placed,13.06
2951,Placed,17.06
2952,Placed,14.02
2953,Placed,10.14
2954,Placed,17.09
2955,Placed,17.51
2956,Placed,10.96
2957,Not Placed,0.0
2958,Placed,20.0
2959,Placed,14.34
2960,Placed,17.24
2961,Placed,14.7
2962,Not Placed,0.0
2963,Placed,18.36
2964,Placed,18.75
2965,Placed,18.37
2966,Placed,15.75
2967,Placed,20.0
2968,Placed,12.43
2969,Placed,16.59
2970,Placed,20.0
2971,Placed,18.52
2972,Placed,16.72
2973,Placed,9.67
2974,Placed,14.28
2975,Placed,18.46
2976,Not Placed,0.0
2977,Not Placed,0.0
2978,Placed,11.25
2979,Not Placed,0.0
2980,Not Placed,0.0
2981,Placed,15.82
2982,Placed,14.85
2983,Placed,19.15
2984,Placed,19.14
2985,Not Placed,0.0
2986,Placed,20.0
2987,Placed,16.53
2988,Placed,11.88
2989,Placed,11.67
2990,Placed,18.14
2991,Not Placed,0.0
2992,Placed,13.8
2993,Placed,20.0
2994,Placed,15.61
2995,Placed,20.0
2996,Placed,15.79
2997,Placed,16.01
2998,Placed,14.71
2999,Not Placed,0.0
3000,Placed,14.57
3001,Placed,15.24
3002,Placed,14.45
3003,Placed,14.82
3004,Placed,11.5
3005,Placed,20.0
3006,Not Placed,0.0
3007,Placed,8.47
3008,Placed,18.89
3009,Placed,9.67
3010,Not Placed,0.0
3011,Placed,20.0
3012,Placed,15.95
3013,Placed,15.77
3014,Placed,19.35
3015,Placed,15.88
3016,Placed,15.98
3017,Placed,17.26
3018,Not Placed,0.0
3019,Placed,13.36
3020,Placed,18.4
3021,Placed,17.64
3022,Placed,18.96
3023,Placed,16.39
3024,Placed,19.52
3025,Placed,10.28
3026,Placed,20.0
3027,Placed,17.58
3028,Placed,17.51
3029,Placed,16.94
3030,Placed,18.73
3031,Placed,20.0
3032,Placed,18.05
3033,Placed,10.08
3034,Placed,13.57
3035,Not Placed,0.0
3036,Placed,16.89
3037,Placed,20.0
3038,Placed,18.5
3039,Placed,14.52
3040,Placed,12.57
3041,Placed,17.96
3042,Placed,14.39
3043,Not Placed,0.0
3044,Placed,14.85
3045,Placed,15.13
3046,Placed,20.0
3047,Placed,14.81
3048,Placed,15.79
3049,Placed,18.89
3050,Placed,20.0
3051,Placed,17.69
3052,Placed,17.26
3053,Placed,10.3
3054,Not Placed,0.0
3055,Placed,20.0
3056,Placed,17.45
3057,Not Placed,0.0
3058,Placed,12.52
3059,Placed,20.0
3060,Placed,13.95
3061,Placed,15.65
3062,Not Placed,0.0
3063,Placed,16.55
3064,Placed,19.62
3065,Placed,14.28
3066,Placed,20.0
3067,Placed,9.33
3068,Placed,16.2
3069,Placed,9.05
3070,Placed,16.39
3071,Not Placed,0.0
3072,Placed,15.14
3073,Placed,16.68
3074,Placed,8.38
3075,Placed,20.0
3076,Placed,17.2
3077,Placed,15.54
3078,Placed,17.61
3079,Placed,13.88
3080,Not Placed,0.0
3081,Placed,13.03
3082,Placed,20.0
3083,Placed,20.0
3084,Placed,15.08
3085,Placed,12.95
3086,Placed,16.37
3087,Placed,14.44
3088,Not Placed,0.0
3089,Placed,20.0
3090,Placed,20.0
3091,Placed,17.78
3092,Placed,18.86
3093,Placed,16.05
3094,Placed,17.07
3095,Not Placed,0.0
3096,Placed,15.95
3097,Placed,16.73
3098,Placed,17.09
3099,Placed,18.5
3100,Not Placed,0.0
3101,Placed,20.0
3102,Placed,20.0
3103,Placed,20.0
3104,Not Placed,0.0
3105,Placed,17.97
3106,Placed,18.33
3107,Placed,13.06
3108,Placed,16.36
3109,Placed,18.94
3110,Placed,18.21
3111,Placed,13.16
3112,Placed,20.0
3113,Placed,15.78
3114,Placed,14.73
3115,Placed,10.25
3116,Not Placed,0.0
3117,Placed,9.45
3118,Placed,16.53
3119,Placed,13.9
3120,Placed,18.75
3121,Placed,18.71
3122,Not Placed,0.0
3123,Placed,15.95
3124,Placed,14.65
3125,Not Placed,0.0
3126,Placed,16.68
3127,Placed,14.32
3128,Not Placed,0.0
3129,Placed,15.19
3130,Not Placed,0.0
3131,Placed,20.0
3132,Placed,16.7
3133,Placed,17.92
3134,Placed,11.92
3135,Placed,12.54
3136,Placed,15.2
3137,Placed,17.25
3138,Not Placed,0.0
3139,Placed,9.67
3140,Placed,20.0
3141,Placed,15.44
3142,Placed,15.53
3143,Placed,11.65
3144,Placed,20.0
3145,Placed,18.61
3146,Placed,20.0
3147,Placed,13.02
3148,Placed,10.87
3149,Placed,11.73
3150,Placed,13.64
3151,Placed,14.37
3152,Placed,14.03
3153,Placed,20.0
3154,Placed,17.29
3155,Placed,16.08
3156,Placed,18.8
3157,Not Placed,0.0
3158,Placed,18.78
3159,Placed,17.62
3160,Not Placed,0.0
3161,Not Placed,0.0
3162,Placed,20.0
3163,Placed,10.88
3164,Not Placed,0.0
3165,Placed,20.0
3166,Placed,10.99
3167,Placed,15.61
3168,Placed,11.78
3169,Placed,14.02
3170,Placed,13.69
3171,Placed,14.18
3172,Placed,17.23
3173,Placed,20.0
3174,Placed,20.0
3175,Placed,11.11
3176,Placed,18.88
3177,Placed,20.0
3178,Placed,16.85
3179,Placed,20.0
3180,Placed,13.15
3181,Placed,15.85
3182,Not Placed,0.0
3183,Not Placed,0.0
3184,Placed,19.37
3185,Placed,20.0
3186,Placed,20.0
3187,Placed,20.0
3188,Placed,15.91
3189,Placed,15.15
3190,Placed,16.24
3191,Not Placed,0.0
3192,Placed,17.81
3193,Placed,17.51
3194,Placed,14.83
3195,Placed,15.4
3196,Placed,20.0
3197,Placed,18.55
3198,Not Placed,0.0
3199,Placed,11.28
3200,Placed,14.31
3201,Placed,20.0
3202,Not Placed,0.0
3203,Placed,18.45
3204,Placed,20.0
3205,Placed,16.15
3206,Placed,17.59
3207,Placed,20.0
3208,Not Placed,0.0
3209,Placed,16.94
3210,Placed,16.69
3211,Not Placed,0.0
3212,Placed,18.83
3213,Placed,20.0
3214,Placed,14.54
3215,Placed,16.32
3216,Placed,17.84
3217,Placed,16.85
3218,Placed,15.09
3219,Not Placed,0.0
3220,Placed,19.07
3221,Not Placed,0.0
3222,Placed,15.89
3223,Placed,15.28
3224,Placed,12.86
3225,Not Placed,0.0
3226,Placed,17.43
3227,Placed,16.81
3228,Placed,20.0
3229,Placed,10.93
3230,Placed,20.0
3231,Placed,16.53
3232,Placed,12.61
3233,Placed,14.19
3234,Placed,9.79
3235,Placed,18.72
3236,Not Placed,0.0
3237,Placed,13.46
3238,Placed,18.06
3239,Placed,17.92
3240,Placed,17.09
3241,Placed,11.75
3242,Not Placed,0.0
3243,Placed,12.94
3244,Placed,12.3
3245,Placed,13.22
3246,Placed,13.37
3247,Placed,16.2
3248,Not Placed,0.0
3249,Placed,17.17
3250,Placed,15.45
3251,Placed,12.35
3252,Placed,20.0
3253,Placed,14.31
3254,Placed,10.12
3255,Placed,12.4
3256,Placed,10.13
3257,Placed,13.44
3258,Placed,16.33
3259,Placed,14.67
3260,Not Placed,0.0
3261,Placed,10.56
3262,Placed,14.95
3263,Placed,14.45
3264,Placed,14.43
3265,Not Placed,0.0
3266,Placed,19.43
3267,Placed,20.0
3268,Placed,13.41
3269,Placed,12.64
3270,Placed,17.07
3271,Placed,20.0
3272,Placed,13.22
3273,Placed,14.83
3274,Placed,13.32
3275,Placed,19.48
3276,Not Placed,0.0
3277,Placed,14.26
3278,Not Placed,0.0
3279,Placed,19.09
3280,Placed,20.0
3281,Not Placed,0.0
3282,Placed,13.69
3283,Placed,15.92
3284,Placed,12.55
3285,Placed,11.34
3286,Placed,18.72
3287,Placed,15.66
3288,Placed,16.77
3289,Placed,14.39
3290,Placed,15.62
3291,Placed,19.41
3292,Placed,19.41
3293,Placed,17.04
3294,Placed,20.0
3295,Not Placed,0.0
3296,Placed,17.6
3297,Placed,9.87
3298,Placed,13.33
3299,Placed,15.41
3300,Placed,15.35
3301,Not Placed,0.0
3302,Placed,15.92
3303,Placed,20.0
3304,Placed,14.57
3305,Placed,18.34
3306,Placed,18.52
3307,Placed,13.66
3308,Placed,17.36
3309,Placed,14.71
3310,Placed,13.49
3311,Placed,20.0
3312,Placed,16.6
3313,Not Placed,0.0
3314,Placed,14.49
3315,Placed,18.94
3316,Placed,20.0
3317,Placed,14.17
3318,Placed,18.56
3319,Placed,13.13
3320,Placed,13.08
3321,Placed,20.0
3322,Placed,12.39
3323,Placed,11.91
3324,Not Placed,0.0
3325,Placed,19.15
3326,Placed,15.14
3327,Placed,17.16
3328,Placed,17.59
3329,Placed,16.25
3330,Placed,13.23
3331,Not Placed,0.0
3332,Not Placed,0.0
3333,Placed,20.0
3334,Placed,16.57
3335,Not Placed,0.0
3336,Placed,20.0
3337,Placed,20.0
3338,Placed,19.07
3339,Not Placed,0.0
3340,Placed,19.12
3341,Placed,18.34
3342,Placed,7.5
3343,Placed,15.66
3344,Placed,18.35
3345,Placed,15.34
3346,Placed,11.16
3347,Placed,15.68
3348,Placed,14.0
3349,Placed,19.92
3350,Placed,19.32
3351,Not Placed,0.0
3352,Placed,20.0
3353,Placed,15.22
3354,Placed,13.61
3355,Placed,20.0
3356,Placed,13.3
3357,Placed,18.67
3358,Placed,17.28
3359,Placed,11.86
3360,Placed,19.03
3361,Not Placed,0.0
3362,Placed,13.84
3363,Placed,14.71
3364,Placed,16.77
3365,Placed,9.76
3366,Not Placed,0.0
3367,Placed,17.51
3368,Placed,19.06
3369,Placed,18.69
3370,Placed,20.0
3371,Placed,20.0
3372,Not Placed,0.0
3373,Placed,16.34
3374,Placed,16.19
3375,Not Placed,0.0
3376,Not Placed,0.0
3377,Placed,18.62
3378,Placed,20.0
3379,Not Placed,0.0
3380,Placed,13.63
3381,Not Placed,0.0
3382,Placed,19.33
3383,Placed,12.77
3384,Placed,10.79
3385,Not Placed,0.0
3386,Placed,12.81
3387,Placed,13.79
3388,Not Placed,0.0
3389,Placed,11.15
3390,Not Placed,0.0
3391,Placed,11.7
3392,Placed,17.76
3393,Placed,16.86
3394,Not Placed,0.0
3395,Placed,11.72
3396,Placed,12.24
3397,Placed,13.44
3398,Not Placed,0.0
3399,Placed,15.41
3400,Placed,19.14
3401,Not Placed,0.0
3402,Placed,15.4
3403,Placed,6.37
3404,Placed,18.33
3405,Placed,18.92
3406,Placed,17.36
3407,Placed,18.69
3408,Placed,20.0
3409,Placed,14.74
3410,Placed,15.54
3411,Placed,14.54
3412,Not Placed,0.0
3413,Placed,10.51
3414,Not Placed,0.0
3415,Placed,20.0
3416,Placed,17.87
3417,Placed,18.13
3418,Placed,12.95
3419,Placed,13.11
3420,Placed,14.78
3421,Not Placed,0.0
3422,Not Placed,0.0
3423,Placed,17.75
3424,Placed,12.93
3425,Placed,19.07
3426,Placed,19.56
3427,Placed,20.0
3428,Placed,17.42
3429,Placed,10.77
3430,Placed,19.31
3431,Placed,18.1
3432,Placed,16.37
3433,Placed,20.0
3434,Placed,14.01
3435,Placed,17.23
3436,Placed,14.42
3437,Placed,14.41
3438,Placed,10.14
3439,Placed,19.47
3440,Not Placed,0.0
3441,Placed,15.09
3442,Placed,15.74
3443,Placed,9.74
3444,Placed,15.64
3445,Placed,17.24
3446,Placed,18.69
3447,Placed,13.26
3448,Not Placed,0.0
3449,Placed,15.51
3450,Placed,14.37
3451,Placed,15.52
3452,Placed,17.29
3453,Placed,15.74
3454,Placed,17.86
3455,Placed,17.8
3456,Placed,14.64
3457,Not Placed,0.0
3458,Placed,15.25
3459,Placed,18.42
3460,Placed,17.2
3461,Placed,13.36
3462,Placed,19.2
3463,Placed,18.82
3464,Placed,13.63
3465,Placed,18.54
3466,Placed,17.45
3467,Placed,11.72
3468,Not Placed,0.0
3469,Placed,17.66
3470,Placed,15.53
3471,Placed,17.8
3472,Placed,17.53
3473,Placed,11.46
3474,Placed,19.56
3475,Placed,20.0
3476,Placed,20.0
3477,Placed,15.04
3478,Not Placed,0.0
3479,Placed,12.03
3480,Placed,13.92
3481,Placed,17.17
3482,Placed,20.0
3483,Placed,17.85
3484,Placed,18.85
3485,Placed,13.69
3486,Placed,15.3
3487,Placed,20.0
3488,Not Placed,0.0
3489,Placed,15.21
3490,Placed,16.21
3491,Placed,16.0
3492,Placed,16.33
3493,Placed,16.53
3494,Not Placed,0.0
3495,Placed,15.78
3496,Placed,17.2
3497,Placed,20.0
3498,Placed,13.02
3499,Not Placed,0.0
3500,Placed,15.24
3501,Placed,20.0
3502,Placed,14.08
3503,Placed,16.61
3504,Placed,14.07
3505,Placed,13.02
3506,Placed,15.35
3507,Placed,18.13
3508,Placed,12.67
3509,Placed,18.94
3510,Placed,18.03
3511,Placed,14.77
3512,Not Placed,0.0
3513,Placed,14.31
3514,Placed,15.39
3515,Placed,17.12
3516,Placed,10.57
3517,Placed,16.86
3518,Placed,18.94
3519,Placed,20.0
3520,Placed,11.98
3521,Placed,13.07
3522,Placed,12.77
3523,Placed,13.89
3524,Not Placed,0.0
3525,Placed,12.55
3526,Placed,16.62
3527,Not Placed,0.0
3528,Placed,12.25
3529,Placed,11.98
3530,Placed,18.93
3531,Placed,17.78
3532,Placed,16.84
3533,Not Placed,0.0
3534,Placed,10.22
3535,Not Placed,0.0
3536,Placed,18.52
3537,Placed,17.58
3538,Placed,11.23
3539,Placed,13.74
3540,Placed,17.12
3541,Placed,13.69
3542,Not Placed,0.0
3543,Placed,16.65
3544,Not Placed,0.0
3545,Not Placed,0.0
3546,Placed,13.93
3547,Placed,12.91
3548,Placed,19.36
3549,Placed,12.3
3550,Placed,15.17
3551,Placed,18.24
3552,Placed,18.94
3553,Placed,11.79
3554,Placed,16.54
3555,Placed,16.64
3556,Not Placed,0.0
3557,Placed,14.62
3558,Placed,19.07
3559,Placed,19.43
3560,Placed,20.0
3561,Placed,18.93
3562,Placed,19.13
3563,Placed,15.64
3564,Placed,20.0
3565,Placed,18.86
3566,Placed,17.42
3567,Not Placed,0.0
3568,Placed,19.03
3569,Not Placed,0.0
3570,Placed,18.69
3571,Placed,16.91
3572,Placed,17.84
3573,Placed,15.32
3574,Placed,13.78
3575,Placed,16.99
3576,Placed,12.38
3577,Placed,10.48
3578,Placed,20.0
3579,Placed,20.0
3580,Placed,13.06
3581,Placed,13.11
3582,Placed,8.01
3583,Placed,13.27
3584,Placed,12.65
3585,Placed,15.29
3586,Placed,18.53
3587,Placed,19.71
3588,Placed,5.18
3589,Placed,19.83
3590,Not Placed,0.0
3591,Placed,17.18
3592,Placed,20.0
3593,Not Placed,0.0
3594,Placed,12.36
3595,Not Placed,0.0
3596,Placed,12.18
3597,Placed,18.78
3598,Placed,12.05
3599,Placed,12.05
3600,Placed,13.95
3601,Not Placed,0.0
3602,Not Placed,0.0
3603,Placed,14.68
3604,Not Placed,0.0
3605,Placed,10.68
3606,Placed,15.72
3607,Placed,17.05
3608,Placed,17.16
3609,Placed,13.09
3610,Placed,20.0
3611,Placed,6.41
3612,Placed,13.3
3613,Placed,18.16
3614,Placed,13.22
3615,Placed,18.39
3616,Placed,20.0
3617,Placed,20.0
3618,Placed,19.38
3619,Placed,19.91
3620,Placed,13.82
3621,Placed,15.48
3622,Placed,20.0
3623,Placed,13.56
3624,Not Placed,0.0
3625,Placed,20.0
3626,Placed,18.29
3627,Placed,14.58
3628,Placed,20.0
3629,Placed,14.9
3630,Not Placed,0.0
3631,Placed,15.52
3632,Placed,15.0
3633,Placed,20.0
3634,Placed,12.95
3635,Placed,17.32
3636,Placed,15.92
3637,Not Placed,0.0
3638,Placed,12.46
3639,Placed,18.36
3640,Not Placed,0.0
3641,Placed,20.0
3642,Placed,20.0
3643,Placed,18.34
3644,Placed,20.0
3645,Placed,15.0
3646,Placed,15.3
3647,Placed,10.32
3648,Placed,20.0
3649,Placed,18.57
3650,Placed,17.2
3651,Placed,16.34
3652,Placed,15.79
3653,Placed,14.43
3654,Placed,15.68
3655,Placed,12.59
3656,Placed,19.07
3657,Placed,17.38
3658,Placed,17.97
3659,Not Placed,0.0
3660,Placed,17.18
3661,Placed,16.09
3662,Placed,16.69
3663,Placed,15.69
3664,Not Placed,0.0
3665,Placed,18.58
3666,Placed,16.95
3667,Placed,15.4
3668,Placed,20.0
3669,Placed,14.12
3670,Placed,20.0
3671,Not Placed,0.0
3672,Placed,17.39
3673,Placed,15.36
3674,Placed,19.76
3675,Not Placed,0.0
3676,Placed,14.53
3677,Placed,20.0
3678,Not Placed,0.0
3679,Placed,14.44
3680,Placed,14.75
3681,Placed,14.18
3682,Placed,20.0
3683,Placed,10.96
3684,Placed,9.32
3685,Placed,19.82
3686,Placed,15.54
3687,Not Placed,0.0
3688,Placed,14.68
3689,Placed,18.06
3690,Placed,20.0
3691,Placed,15.53
3692,Not Placed,0.0
3693,Placed,14.87
3694,Placed,13.03
3695,Placed,15.5
3696,Placed,17.23
3697,Placed,18.1
3698,Placed,9.33
3699,Placed,14.19
3700,Placed,14.14
3701,Not Placed,0.0
3702,Placed,14.73
3703,Placed,16.26
3704,Placed,13.72
3705,Placed,10.78
3706,Placed,17.44
3707,Placed,13.81
3708,Placed,14.42
3709,Placed,18.1
3710,Placed,19.36
3711,Placed,18.79
3712,Placed,20.0
3713,Not Placed,0.0
3714,Placed,15.58
3715,Placed,13.65
3716,Placed,16.34
3717,Placed,13.36
3718,Placed,15.12
3719,Placed,12.63
3720,Placed,13.31
3721,Placed,12.57
3722,Placed,17.01
3723,Placed,20.0
3724,Placed,17.39
3725,Placed,17.33
3726,Placed,11.78
3727,Placed,14.61
3728,Placed,16.85
3729,Not Placed,0.0
3730,Placed,14.95
3731,Placed,16.06
3732,Placed,11.55
3733,Placed,12.67
3734,Not Placed,0.0
3735,Placed,13.74
3736,Placed,10.4
3737,Placed,20.0
3738,Placed,20.0
3739,Placed,20.0
3740,Placed,10.29
3741,Placed,10.89
3742,Placed,16.33
3743,Placed,16.94
3744,Placed,16.49
3745,Placed,14.7
3746,Placed,18.86
3747,Placed,14.74
3748,Placed,18.62
3749,Placed,20.0
3750,Not Placed,0.0
3751,Not Placed,0.0
3752,Placed,20.0
3753,Placed,10.92
3754,Placed,14.28
3755,Placed,17.2
3756,Placed,14.57
3757,Placed,18.45
3758,Placed,19.37
3759,Placed,20.0
3760,Placed,19.02
3761,Placed,17.89
3762,Placed,13.41
3763,Not Placed,0.0
3764,Not Placed,0.0
3765,Placed,20.0
3766,Placed,16.24
3767,Not Placed,0.0
3768,Placed,16.45
3769,Placed,18.75
3770,Placed,14.03
3771,Placed,20.0
3772,Placed,20.0
3773,Placed,15.59
3774,Not Placed,0.0
3775,Placed,17.01
3776,Placed,12.01
3777,Placed,17.74
3778,Placed,13.27
3779,Placed,18.07
3780,Placed,18.4
3781,Placed,13.87
3782,Placed,18.19
3783,Placed,17.91
3784,Placed,15.92
3785,Placed,16.07
3786,Placed,14.89
3787,Placed,20.0
3788,Placed,20.0
3789,Placed,15.28
3790,Placed,11.08
3791,Placed,18.95
3792,Placed,16.57
3793,Placed,13.73
3794,Placed,10.71
3795,Placed,17.75
3796,Placed,13.42
3797,Placed,18.88
3798,Placed,16.24
3799,Placed,20.0
3800,Placed,16.78
3801,Not Placed,0.0
3802,Placed,17.58
3803,Placed,13.31
3804,Placed,18.12
3805,Placed,18.13
